Hospital_ID,District,City,State,City_Type,Hospital_Name,Reference_Period_AU595,Total_Beds,ICU_Beds,Non_ICU_Beds,Available_Beds,ICU_Rooms,General_Ward_Rooms,Private_Rooms,Semi_Private_Rooms,Emergency_Rooms,Operation_Theatres,Isolation_Rooms,Total_Rooms,Ventilators,Oxygen_Concentrators,ECG_Machines,Defibrillators,Pulse_Oximeters,CT_Scan,X_Ray_Machines,Ultrasound_Units,Blood_Analyzers,Patient_Monitors,Doctors_General_Physician,Doctors_Pulmonologist,Doctors_Cardiologist,Doctors_Intensivist,Doctors_Anesthesiologist,Doctors_Surgeon,Doctors_Radiologist,Doctors_Neurologist,Doctors_Orthopedic,Doctors_Pediatrician,Total_Doctors,Assurance_Available_Time,AU595_State_Rural_Hospitals,AU595_State_Urban_Hospitals,AU595_State_Total_Hospitals,AU595_State_Rural_Beds,AU595_State_Urban_Beds,AU595_State_Total_Beds
MH-1381,Satara,Karad,Maharashtra,Semi-Urban,Lok Hospital & ICU Karad,31.08.2020,22,7,15,15,1,2,2,2,1,1,4,13,5,12,3,2,29,1,2,2,2,13,3,2,1,1,1,1,2,1,0,0,12,23 minutes,365,149,514,10950,22078,33028
MH-1382,Satara,Karad,Maharashtra,Semi-Urban,General Hospital Karad,31.08.2020,25,6,19,19,1,3,3,2,1,1,2,13,5,17,3,1,27,1,3,1,2,15,4,2,1,1,1,2,2,0,1,1,15,24 minutes,365,149,514,10950,22078,33028
MH-1383,Satara,Karad,Maharashtra,Semi-Urban,Jan Multispeciality Hospital Karad,31.08.2020,28,6,22,18,1,3,2,1,1,1,2,11,4,14,3,4,37,1,3,1,2,16,3,2,1,1,1,1,2,0,2,0,13,42 minutes,365,149,514,10950,22078,33028
MH-1384,Satara,Wai,Maharashtra,Semi-Urban,Panchayat Hospital & ICU Wai,31.08.2020,21,4,17,18,1,2,1,1,1,1,2,9,4,15,2,3,29,1,3,1,1,12,4,2,1,1,1,1,1,1,0,1,13,22 minutes,365,149,514,10950,22078,33028
MH-1385,Satara,Wai,Maharashtra,Semi-Urban,District Hospital Wai,31.08.2020,13,4,9,9,1,1,2,1,1,1,2,9,4,11,2,1,18,0,2,2,1,7,3,1,1,1,1,1,2,1,1,1,13,30 minutes,365,149,514,10950,22078,33028
MH-1386,Satara,Phaltan,Maharashtra,Semi-Urban,Seva Medical Trust Phaltan,31.08.2020,18,5,13,15,1,2,1,2,1,1,3,11,5,12,3,3,19,0,2,1,2,10,3,2,1,1,1,1,1,0,2,2,14,46 minutes,365,149,514,10950,22078,33028
MH-1387,Satara,Phaltan,Maharashtra,Semi-Urban,Municipal Health Care Phaltan,31.08.2020,13,3,10,11,1,1,2,2,1,1,2,10,2,10,3,1,14,0,1,1,1,7,3,2,1,1,1,1,1,0,2,2,14,31 minutes,365,149,514,10950,22078,33028
MH-1388,Satara,Mahabaleshwar,Maharashtra,Rural,Village Health Trauma Centre Mahabaleshwar,31.08.2020,13,3,10,8,1,1,1,1,1,1,3,9,3,10,3,2,20,0,3,1,2,7,2,1,1,1,1,1,2,0,1,0,10,57 minutes,365,149,514,10950,22078,33028
MH-1389,Satara,Mahabaleshwar,Maharashtra,Rural,Sub-District Trauma Centre Mahabaleshwar,31.08.2020,10,2,8,7,1,1,2,1,1,1,2,9,3,8,3,2,19,0,2,1,1,6,2,1,1,1,1,1,2,1,0,1,11,37 minutes,365,149,514,10950,22078,33028
MH-1390,Satara,Patan,Maharashtra,Rural,Swasthya Nursing Home Patan,31.08.2020,14,2,12,12,1,2,2,2,1,1,2,11,1,9,2,1,17,0,3,1,1,8,3,1,1,1,1,1,2,0,1,2,13,37 minutes,365,149,514,10950,22078,33028
MH-1391,Satara,Patan,Maharashtra,Rural,Rural Super Speciality Hospital Patan,31.08.2020,9,2,7,7,1,1,2,2,1,1,3,11,1,8,2,2,19,0,2,1,2,5,2,1,1,1,1,1,1,1,0,2,11,35 minutes,365,149,514,10950,22078,33028
MH-1392,Satara,Khandala,Maharashtra,Rural,Public Hospital Khandala,31.08.2020,8,1,7,7,1,1,2,2,1,1,2,10,1,8,3,1,18,0,2,1,2,4,2,1,1,1,1,1,1,0,1,0,9,49 minutes,365,149,514,10950,22078,33028
MH-1393,Satara,Khandala,Maharashtra,Rural,Government Super Speciality Hospital Khandala,31.08.2020,10,2,8,10,1,1,2,2,1,1,2,10,1,10,2,1,13,0,1,2,1,6,3,2,1,1,1,1,2,0,0,0,11,34 minutes,365,149,514,10950,22078,33028
MH-1394,Satara,Man,Maharashtra,Rural,Village Health General Hospital Man,31.08.2020,11,2,9,9,1,1,1,2,1,1,2,9,3,9,2,1,11,0,1,2,1,6,3,1,1,1,1,1,1,0,1,1,11,51 minutes,365,149,514,10950,22078,33028
MH-1395,Satara,Man,Maharashtra,Rural,Village Health Multispeciality Hospital Man,31.08.2020,6,2,4,6,1,1,2,1,1,1,2,9,2,4,2,1,7,0,2,2,1,3,3,1,1,1,1,1,1,0,0,1,10,49 minutes,365,149,514,10950,22078,33028
MH-1396,Satara,Khatav,Maharashtra,Rural,Government Health Care Khatav,31.08.2020,7,2,5,7,1,1,2,2,1,1,2,10,2,6,3,2,8,0,1,1,3,4,2,1,1,1,1,1,2,0,0,2,11,35 minutes,365,149,514,10950,22078,33028
MH-1397,Satara,Khatav,Maharashtra,Rural,Government Hospital Khatav,31.08.2020,7,2,5,6,1,1,2,1,1,1,2,9,2,6,3,2,9,0,3,1,2,4,2,2,1,1,1,1,2,0,2,2,14,36 minutes,365,149,514,10950,22078,33028
MH-1398,Satara,Jaoli,Maharashtra,Rural,Public General Hospital Jaoli,31.08.2020,7,2,5,5,1,1,1,1,1,1,2,8,2,4,2,1,12,0,2,1,2,4,2,1,1,1,1,1,1,0,2,0,10,41 minutes,365,149,514,10950,22078,33028
MH-1399,Satara,Jaoli,Maharashtra,Rural,Gramin Hospital Jaoli,31.08.2020,8,2,6,8,1,1,2,2,1,1,2,10,2,8,2,1,10,0,2,1,1,4,2,1,1,1,1,1,1,1,2,0,11,39 minutes,365,149,514,10950,22078,33028
MH-1400,Ahmednagar,Ahmednagar City,Maharashtra,Urban,Lifeline General Hospital Ahmednagar City,31.08.2020,50,12,38,30,3,6,1,5,1,2,4,22,9,29,3,5,52,1,1,2,2,30,6,3,2,2,2,3,1,1,0,1,21,16 minutes,365,149,514,10950,22078,33028
MH-1401,Ahmednagar,Ahmednagar City,Maharashtra,Urban,Sapphire Multispeciality Hospital Ahmednagar City,31.08.2020,53,12,41,36,3,6,3,5,1,2,3,23,11,26,5,4,58,1,3,2,2,31,4,2,2,2,2,1,2,0,0,0,15,20 minutes,365,149,514,10950,22078,33028
MH-1402,Ahmednagar,Ahmednagar City,Maharashtra,Urban,Unity Hospital & ICU Ahmednagar City,31.08.2020,45,10,35,45,2,5,1,3,1,2,6,20,9,23,4,2,55,1,1,1,2,27,4,4,1,2,2,1,1,1,0,1,17,25 minutes,365,149,514,10950,22078,33028
MH-1403,Ahmednagar,Ahmednagar City,Maharashtra,Urban,Lifeline Health Care Ahmednagar City,31.08.2020,33,12,21,31,3,3,4,1,1,1,4,17,11,21,2,3,39,1,3,1,3,19,3,2,2,2,2,1,2,0,0,2,16,44 minutes,365,149,514,10950,22078,33028
MH-1404,Ahmednagar,Ahmednagar City,Maharashtra,Urban,Lotus Trauma Centre Ahmednagar City,31.08.2020,18,10,8,13,2,1,2,1,1,1,4,12,9,10,3,3,23,0,3,2,1,10,4,4,2,2,1,1,1,0,2,2,19,57 minutes,365,149,514,10950,22078,33028
MH-1405,Ahmednagar,Shirdi,Maharashtra,Semi-Urban,Health Health Care Shirdi,31.08.2020,24,8,16,23,2,2,2,2,1,1,5,15,7,12,3,3,26,1,2,1,1,14,3,3,1,1,2,1,1,0,2,1,15,23 minutes,365,149,514,10950,22078,33028
MH-1406,Ahmednagar,Shirdi,Maharashtra,Semi-Urban,Central General Hospital Shirdi,31.08.2020,24,7,17,19,1,2,3,1,1,1,2,11,6,15,3,2,31,1,2,2,2,14,2,3,1,1,1,2,1,0,2,0,13,25 minutes,365,149,514,10950,22078,33028
MH-1407,Ahmednagar,Shirdi,Maharashtra,Semi-Urban,Seva Super Speciality Hospital Shirdi,31.08.2020,17,3,14,16,1,2,2,2,1,1,2,11,3,11,2,2,24,0,2,2,1,10,2,1,1,1,1,1,1,1,1,0,10,33 minutes,365,149,514,10950,22078,33028
MH-1408,Ahmednagar,Kopargaon,Maharashtra,Semi-Urban,District Medical Centre Kopargaon,31.08.2020,21,4,17,19,1,2,2,2,1,1,2,11,4,11,2,2,30,1,1,2,1,12,3,1,1,1,1,1,1,0,2,1,12,28 minutes,365,149,514,10950,22078,33028
MH-1409,Ahmednagar,Kopargaon,Maharashtra,Semi-Urban,Lok Medical Trust Kopargaon,31.08.2020,21,4,17,14,1,2,3,1,1,1,3,12,4,14,2,3,25,1,1,1,1,12,3,1,1,1,1,1,2,1,1,1,13,32 minutes,365,149,514,10950,22078,33028
MH-1410,Ahmednagar,Kopargaon,Maharashtra,Semi-Urban,Health Medical Trust Kopargaon,31.08.2020,16,5,11,12,1,1,1,2,1,1,4,11,4,8,2,2,26,0,3,2,1,9,2,2,1,1,1,1,1,1,1,2,13,33 minutes,365,149,514,10950,22078,33028
MH-1411,Ahmednagar,Shrirampur,Maharashtra,Semi-Urban,Regional Nursing Home Shrirampur,31.08.2020,22,7,15,19,1,2,1,2,1,1,5,13,6,16,2,4,25,1,2,1,1,13,4,3,1,1,1,2,1,1,1,2,17,31 minutes,365,149,514,10950,22078,33028
MH-1412,Ahmednagar,Shrirampur,Maharashtra,Semi-Urban,Health Hospital Shrirampur,31.08.2020,15,5,10,9,1,1,1,1,1,1,2,8,5,7,2,2,21,0,2,1,3,9,4,1,1,1,1,1,2,1,2,2,16,49 minutes,365,149,514,10950,22078,33028
MH-1413,Ahmednagar,Nevasa,Maharashtra,Rural,Jeevan Hospital & ICU Nevasa,31.08.2020,12,3,9,8,1,1,2,2,1,1,2,10,4,6,3,1,22,0,2,2,1,7,2,1,1,1,1,1,2,0,1,1,11,46 minutes,365,149,514,10950,22078,33028
MH-1414,Ahmednagar,Nevasa,Maharashtra,Rural,Primary Health General Hospital Nevasa,31.08.2020,17,2,15,15,1,2,1,2,1,1,3,11,2,11,2,1,23,0,1,1,1,10,2,1,1,1,1,1,2,0,2,1,12,53 minutes,365,149,514,10950,22078,33028
MH-1415,Ahmednagar,Rahata,Maharashtra,Rural,Primary Trauma Centre Rahata,31.08.2020,16,3,13,12,1,2,2,1,1,1,2,10,2,11,2,1,18,0,3,1,3,9,4,1,1,1,1,1,1,0,0,0,10,59 minutes,365,149,514,10950,22078,33028
MH-1416,Ahmednagar,Rahata,Maharashtra,Rural,Village Health Hospital Rahata,31.08.2020,11,3,8,11,1,1,1,2,1,1,2,9,4,10,2,2,21,0,3,2,1,6,2,2,1,1,1,1,1,1,1,2,13,50 minutes,365,149,514,10950,22078,33028
MH-1417,Ahmednagar,Rahuri,Maharashtra,Rural,Block General Hospital Rahuri,31.08.2020,12,4,8,12,1,1,2,1,1,1,2,9,4,10,2,1,14,0,2,2,1,7,2,1,1,1,1,1,2,0,1,0,10,42 minutes,365,149,514,10950,22078,33028
MH-1418,Ahmednagar,Rahuri,Maharashtra,Rural,Swasthya Nursing Home Rahuri,31.08.2020,9,3,6,6,1,1,1,1,1,1,2,8,2,5,3,1,11,0,3,1,1,5,2,1,1,1,1,1,2,0,0,2,11,33 minutes,365,149,514,10950,22078,33028
MH-1419,Ahmednagar,Parner,Maharashtra,Rural,Rural Medical Trust Parner,31.08.2020,11,3,8,10,1,1,1,1,1,1,3,9,2,5,2,2,15,0,2,1,1,6,2,2,1,1,1,1,2,1,0,1,12,55 minutes,365,149,514,10950,22078,33028
MH-1420,Ahmednagar,Parner,Maharashtra,Rural,Primary General Hospital Parner,31.08.2020,10,3,7,9,1,1,2,1,1,1,2,9,4,8,3,2,16,0,3,2,2,6,3,1,1,1,1,1,2,1,2,0,13,39 minutes,365,149,514,10950,22078,33028
MH-1421,Ahmednagar,Karjat,Maharashtra,Rural,Block Super Speciality Hospital Karjat,31.08.2020,6,1,5,4,1,1,1,2,1,1,2,9,1,6,2,1,8,0,2,2,1,3,2,1,1,1,1,1,2,0,1,0,10,48 minutes,365,149,514,10950,22078,33028
MH-1422,Ahmednagar,Karjat,Maharashtra,Rural,Civil General Hospital Karjat,31.08.2020,5,2,3,3,1,1,1,2,1,1,2,9,1,5,3,1,13,0,1,1,3,3,2,2,1,1,1,1,2,1,0,0,11,33 minutes,365,149,514,10950,22078,33028
MH-1423,Ahmednagar,Shevgaon,Maharashtra,Rural,Government Nursing Home Shevgaon,31.08.2020,11,3,8,9,1,1,1,2,1,1,2,9,4,8,2,1,15,0,1,1,2,6,2,1,1,1,1,1,2,0,0,1,10,42 minutes,365,149,514,10950,22078,33028
MH-1424,Ahmednagar,Shevgaon,Maharashtra,Rural,Block Nursing Home Shevgaon,31.08.2020,13,4,9,10,1,1,2,1,1,1,2,9,5,6,3,2,20,0,2,1,2,7,3,1,1,1,1,1,1,0,0,1,10,56 minutes,365,149,514,10950,22078,33028
MH-1425,Ahmednagar,Pathardi,Maharashtra,Rural,Village Health Medical Centre Pathardi,31.08.2020,6,3,3,4,1,1,2,1,1,1,3,10,2,5,2,1,6,0,2,1,2,3,2,2,1,1,1,1,1,1,0,0,10,46 minutes,365,149,514,10950,22078,33028
MH-1426,Ahmednagar,Pathardi,Maharashtra,Rural,Swasthya General Hospital Pathardi,31.08.2020,7,1,6,5,1,1,1,1,1,1,3,9,1,5,3,2,10,0,1,2,2,4,3,1,1,1,1,1,1,0,1,0,10,36 minutes,365,149,514,10950,22078,33028
MH-1427,Ahmednagar,Akole,Maharashtra,Rural,Village Health Multispeciality Hospital Akole,31.08.2020,11,2,9,7,1,1,1,2,1,1,2,9,3,9,3,2,18,0,3,1,3,6,2,1,1,1,1,1,2,0,1,0,10,60 minutes,365,149,514,10950,22078,33028
MH-1428,Ahmednagar,Akole,Maharashtra,Rural,Taluka Nursing Home Akole,31.08.2020,9,3,6,8,1,1,1,1,1,1,3,9,3,4,2,1,9,0,2,1,2,5,2,1,1,1,1,1,1,0,1,1,10,31 minutes,365,149,514,10950,22078,33028
MH-1429,Ahmednagar,Sangamner,Maharashtra,Semi-Urban,Taluka Medical Centre Sangamner,31.08.2020,19,3,16,19,1,2,1,1,1,1,2,9,4,12,3,1,23,0,1,2,1,11,4,1,1,1,1,1,1,0,0,0,10,47 minutes,365,149,514,10950,22078,33028
MH-1430,Ahmednagar,Sangamner,Maharashtra,Semi-Urban,District Nursing Home Sangamner,31.08.2020,21,5,16,15,1,2,3,2,1,1,2,12,5,13,2,1,25,1,2,1,1,12,2,2,1,1,1,1,1,0,2,2,13,41 minutes,365,149,514,10950,22078,33028
MH-1431,Ahmednagar,Sangamner,Maharashtra,Semi-Urban,Jan Hospital & ICU Sangamner,31.08.2020,21,5,16,14,1,2,1,1,1,1,3,10,4,10,3,2,26,1,1,1,2,12,2,1,1,1,1,2,1,1,0,1,11,36 minutes,365,149,514,10950,22078,33028
MH-1432,Ahmednagar,Jamkhed,Maharashtra,Rural,Village Health Trauma Centre Jamkhed,31.08.2020,7,1,6,7,1,1,2,2,1,1,2,10,1,5,3,2,14,0,3,2,3,4,2,2,1,1,1,1,2,0,1,1,12,53 minutes,365,149,514,10950,22078,33028
MH-1433,Ahmednagar,Jamkhed,Maharashtra,Rural,Civil Nursing Home Jamkhed,31.08.2020,7,1,6,6,1,1,1,2,1,1,2,9,1,8,2,2,14,0,1,1,3,4,3,2,1,1,1,1,1,0,1,2,13,58 minutes,365,149,514,10950,22078,33028
MH-1434,Jalgaon,Jalgaon City,Maharashtra,Urban,Global Multispeciality Hospital Jalgaon City,31.08.2020,55,10,45,47,2,7,3,4,1,1,5,23,9,28,2,5,63,1,3,2,3,33,4,3,2,2,2,2,1,0,1,2,19,30 minutes,365,149,514,10950,22078,33028
MH-1435,Jalgaon,Jalgaon City,Maharashtra,Urban,Kokilaben Multispeciality Hospital Jalgaon City,31.08.2020,60,10,50,60,2,8,5,5,1,3,4,28,9,30,3,3,69,1,1,1,2,36,6,2,2,2,2,1,1,1,0,1,18,19 minutes,365,149,514,10950,22078,33028
MH-1436,Jalgaon,Jalgaon City,Maharashtra,Urban,Criticare Multispeciality Hospital Jalgaon City,31.08.2020,47,13,34,29,3,5,2,4,1,2,4,21,10,25,2,1,54,1,2,1,3,28,6,3,2,2,2,1,2,1,2,1,22,19 minutes,365,149,514,10950,22078,33028
MH-1437,Jalgaon,Jalgaon City,Maharashtra,Urban,Multispecialty Hospital Jalgaon City,31.08.2020,47,10,37,38,2,6,4,4,1,2,6,25,8,25,4,6,54,1,3,1,2,28,5,2,1,2,2,3,2,1,1,1,20,15 minutes,365,149,514,10950,22078,33028
MH-1438,Jalgaon,Jalgaon City,Maharashtra,Urban,Galaxy Medical Trust Jalgaon City,31.08.2020,47,15,32,43,3,5,3,1,1,2,4,19,14,25,2,6,49,1,3,2,1,28,5,3,2,3,1,2,2,0,0,0,18,30 minutes,365,149,514,10950,22078,33028
MH-1439,Jalgaon,Bhusawal,Maharashtra,Urban,Wockhardt Medical Trust Bhusawal,31.08.2020,22,8,14,21,2,2,1,1,1,1,2,10,8,15,2,2,30,1,1,2,1,13,2,3,1,1,2,2,1,1,2,2,17,23 minutes,365,149,514,10950,22078,33028
MH-1440,Jalgaon,Bhusawal,Maharashtra,Urban,Global Trauma Centre Bhusawal,31.08.2020,35,8,27,34,2,4,1,1,1,1,3,13,7,17,3,4,35,1,1,2,2,21,4,1,1,1,2,2,1,1,0,2,15,43 minutes,365,149,514,10950,22078,33028
MH-1441,Jalgaon,Bhusawal,Maharashtra,Urban,Lotus Hospital Bhusawal,31.08.2020,32,9,23,25,2,3,4,1,1,2,2,15,8,18,2,5,39,1,2,2,2,19,4,3,1,1,2,2,2,0,0,1,16,40 minutes,365,149,514,10950,22078,33028
MH-1442,Jalgaon,Bhusawal,Maharashtra,Urban,Sunrise Multispeciality Hospital Bhusawal,31.08.2020,26,7,19,19,1,3,2,2,1,1,3,13,5,15,2,4,33,1,2,1,1,15,3,3,1,1,1,2,1,0,2,0,14,32 minutes,365,149,514,10950,22078,33028
MH-1443,Jalgaon,Amalner,Maharashtra,Semi-Urban,Cooperative Hospital & ICU Amalner,31.08.2020,26,7,19,19,1,3,3,1,1,1,5,15,6,16,2,3,28,1,3,2,3,15,4,2,1,1,1,1,1,0,0,0,11,44 minutes,365,149,514,10950,22078,33028
MH-1444,Jalgaon,Amalner,Maharashtra,Semi-Urban,Taluka Multispeciality Hospital Amalner,31.08.2020,14,5,9,13,1,1,2,2,1,1,2,10,4,8,3,2,15,0,1,2,1,8,2,3,1,1,1,1,1,0,1,0,11,45 minutes,365,149,514,10950,22078,33028
MH-1445,Jalgaon,Amalner,Maharashtra,Semi-Urban,Health Trauma Centre Amalner,31.08.2020,21,4,17,18,1,2,3,1,1,1,2,11,5,11,3,3,24,1,1,1,3,12,4,1,1,1,1,1,1,1,1,2,14,35 minutes,365,149,514,10950,22078,33028
MH-1446,Jalgaon,Pachora,Maharashtra,Semi-Urban,Community Hospital & ICU Pachora,31.08.2020,19,4,15,12,1,2,2,1,1,1,3,11,5,11,3,3,27,0,1,1,2,11,3,2,1,1,1,1,1,1,0,0,11,56 minutes,365,149,514,10950,22078,33028
MH-1447,Jalgaon,Pachora,Maharashtra,Semi-Urban,Central Hospital & ICU Pachora,31.08.2020,16,6,10,14,1,1,1,1,1,1,4,10,5,13,3,1,18,0,2,1,3,9,4,1,1,1,1,1,1,1,1,2,14,40 minutes,365,149,514,10950,22078,33028
MH-1448,Jalgaon,Chalisgaon,Maharashtra,Semi-Urban,Community Super Speciality Hospital Chalisgaon,31.08.2020,18,5,13,15,1,2,1,2,1,1,2,10,6,14,3,3,18,0,1,2,1,10,4,3,1,1,1,1,2,0,2,1,16,46 minutes,365,149,514,10950,22078,33028
MH-1449,Jalgaon,Chalisgaon,Maharashtra,Semi-Urban,Township Medical Centre Chalisgaon,31.08.2020,22,5,17,15,1,2,2,2,1,1,2,11,5,12,2,1,22,1,1,2,3,13,4,3,1,1,1,1,2,1,2,0,16,39 minutes,365,149,514,10950,22078,33028
MH-1450,Jalgaon,Erandol,Maharashtra,Rural,Government Nursing Home Erandol,31.08.2020,12,3,9,11,1,1,2,1,1,1,2,9,3,9,2,1,15,0,1,1,1,7,2,2,1,1,1,1,1,0,0,0,9,49 minutes,365,149,514,10950,22078,33028
MH-1451,Jalgaon,Erandol,Maharashtra,Rural,Government Trauma Centre Erandol,31.08.2020,10,2,8,8,1,1,2,2,1,1,2,10,1,9,3,2,20,0,1,1,1,6,2,2,1,1,1,1,1,1,2,1,13,46 minutes,365,149,514,10950,22078,33028
MH-1452,Jalgaon,Jamner,Maharashtra,Rural,Gramin Hospital Jamner,31.08.2020,13,3,10,10,1,1,2,2,1,1,2,10,4,10,3,2,14,0,1,1,3,7,2,1,1,1,1,1,1,0,0,2,10,38 minutes,365,149,514,10950,22078,33028
MH-1453,Jalgaon,Jamner,Maharashtra,Rural,Swasthya Multispeciality Hospital Jamner,31.08.2020,13,2,11,13,1,1,1,2,1,1,2,9,1,8,3,2,13,0,2,2,2,7,2,1,1,1,1,1,2,0,2,1,12,55 minutes,365,149,514,10950,22078,33028
MH-1454,Jalgaon,Raver,Maharashtra,Rural,Jeevan Multispeciality Hospital Raver,31.08.2020,10,3,7,10,1,1,1,1,1,1,2,8,3,10,3,2,10,0,1,2,3,6,3,1,1,1,1,1,1,1,1,2,13,32 minutes,365,149,514,10950,22078,33028
MH-1455,Jalgaon,Raver,Maharashtra,Rural,Gramin Hospital Raver,31.08.2020,12,4,8,10,1,1,2,1,1,1,2,9,4,10,3,1,21,0,2,2,2,7,3,1,1,1,1,1,2,1,0,1,12,60 minutes,365,149,514,10950,22078,33028
MH-1456,Jalgaon,Muktainagar,Maharashtra,Rural,Rural Hospital Muktainagar,31.08.2020,13,2,11,9,1,1,1,1,1,1,2,8,1,9,2,1,17,0,3,2,1,7,2,1,1,1,1,1,2,0,0,2,11,35 minutes,365,149,514,10950,22078,33028
MH-1457,Jalgaon,Muktainagar,Maharashtra,Rural,Government Medical Trust Muktainagar,31.08.2020,6,2,4,4,1,1,1,1,1,1,2,8,2,3,2,1,10,0,2,1,3,3,2,2,1,1,1,1,1,0,2,1,12,41 minutes,365,149,514,10950,22078,33028
MH-1458,Jalgaon,Yawal,Maharashtra,Rural,Primary Hospital & ICU Yawal,31.08.2020,6,2,4,6,1,1,2,1,1,1,2,9,3,6,3,1,6,0,2,2,2,3,2,2,1,1,1,1,1,0,1,0,10,55 minutes,365,149,514,10950,22078,33028
MH-1459,Jalgaon,Yawal,Maharashtra,Rural,Government Multispeciality Hospital Yawal,31.08.2020,10,1,9,6,1,1,1,1,1,1,3,9,2,10,3,1,16,0,3,1,3,6,3,1,1,1,1,1,1,1,2,2,14,36 minutes,365,149,514,10950,22078,33028
MH-1460,Jalgaon,Dharangaon,Maharashtra,Rural,Block Medical Trust Dharangaon,31.08.2020,7,2,5,7,1,1,2,1,1,1,3,10,2,4,3,1,14,0,2,1,3,4,2,1,1,1,1,1,2,0,1,2,12,56 minutes,365,149,514,10950,22078,33028
MH-1461,Jalgaon,Dharangaon,Maharashtra,Rural,Jeevan Trauma Centre Dharangaon,31.08.2020,8,2,6,7,1,1,1,1,1,1,2,8,2,9,2,2,12,0,2,2,1,4,2,1,1,1,1,1,1,0,1,0,9,52 minutes,365,149,514,10950,22078,33028
MH-1462,Jalgaon,Bhadgaon,Maharashtra,Rural,Gramin General Hospital Bhadgaon,31.08.2020,7,2,5,7,1,1,1,1,1,1,2,8,1,6,2,1,8,0,1,2,2,4,2,1,1,1,1,1,1,1,1,2,12,50 minutes,365,149,514,10950,22078,33028
MH-1463,Jalgaon,Bhadgaon,Maharashtra,Rural,Gramin Nursing Home Bhadgaon,31.08.2020,9,1,8,7,1,1,2,1,1,1,2,9,1,9,2,1,18,0,3,1,1,5,2,2,1,1,1,1,2,1,0,2,13,31 minutes,365,149,514,10950,22078,33028
MH-1464,Raigad,Alibag,Maharashtra,Semi-Urban,Township Super Speciality Hospital Alibag,31.08.2020,17,3,14,13,1,2,1,1,1,1,2,9,4,11,3,2,23,0,2,1,1,10,2,2,1,1,1,1,2,0,1,1,12,37 minutes,365,149,514,10950,22078,33028
MH-1465,Raigad,Alibag,Maharashtra,Semi-Urban,Municipal Health Care Alibag,31.08.2020,21,6,15,17,1,2,1,2,1,1,4,12,6,10,2,3,23,1,1,1,3,12,4,1,1,1,1,1,1,1,0,1,12,34 minutes,365,149,514,10950,22078,33028
MH-1466,Raigad,Alibag,Maharashtra,Semi-Urban,Seva Nursing Home Alibag,31.08.2020,25,5,20,24,1,3,2,2,1,1,2,12,5,15,3,2,26,1,1,2,3,15,4,1,1,1,1,1,1,1,0,2,13,21 minutes,365,149,514,10950,22078,33028
MH-1467,Raigad,Pen,Maharashtra,Semi-Urban,Municipal Hospital & ICU Pen,31.08.2020,19,2,17,14,1,2,2,1,1,1,2,10,1,13,2,1,22,0,1,2,1,11,4,1,1,1,1,1,2,0,2,1,14,30 minutes,365,149,514,10950,22078,33028
MH-1468,Raigad,Pen,Maharashtra,Semi-Urban,Municipal Super Speciality Hospital Pen,31.08.2020,18,3,15,15,1,2,2,2,1,1,2,11,4,10,2,2,22,0,3,2,3,10,4,1,1,1,1,1,2,0,1,2,14,39 minutes,365,149,514,10950,22078,33028
MH-1469,Raigad,Panvel,Maharashtra,Urban,Galaxy Multispeciality Hospital Panvel,31.08.2020,43,11,32,34,2,5,5,4,1,1,3,21,9,24,3,2,53,1,2,1,1,25,4,3,1,2,2,3,2,0,1,1,19,21 minutes,365,149,514,10950,22078,33028
MH-1470,Raigad,Panvel,Maharashtra,Urban,Horizon Medical Trust Panvel,31.08.2020,34,13,21,34,3,3,1,2,1,2,6,18,12,19,3,6,39,1,2,2,2,20,4,3,2,2,1,2,2,0,1,2,19,25 minutes,365,149,514,10950,22078,33028
MH-1471,Raigad,Panvel,Maharashtra,Urban,Symbiosis General Hospital Panvel,31.08.2020,32,5,27,31,1,4,3,3,1,1,2,15,6,20,3,1,41,1,3,1,3,19,3,2,1,1,1,2,1,0,2,0,13,42 minutes,365,149,514,10950,22078,33028
MH-1472,Raigad,Panvel,Maharashtra,Urban,Ruby General Hospital Panvel,31.08.2020,53,10,43,42,2,7,2,2,1,1,5,20,9,29,3,5,56,1,1,1,1,31,6,2,2,2,2,1,1,1,1,0,18,27 minutes,365,149,514,10950,22078,33028
MH-1473,Raigad,Uran,Maharashtra,Semi-Urban,Taluka Medical Centre Uran,31.08.2020,24,6,18,20,1,3,1,2,1,1,4,13,4,12,2,4,24,1,1,1,1,14,4,3,1,1,1,2,2,1,2,2,19,28 minutes,365,149,514,10950,22078,33028
MH-1474,Raigad,Uran,Maharashtra,Semi-Urban,Regional Hospital & ICU Uran,31.08.2020,19,6,13,13,1,2,1,2,1,1,2,10,5,12,2,2,25,0,3,2,2,11,3,3,1,1,1,1,2,1,1,2,16,44 minutes,365,149,514,10950,22078,33028
MH-1475,Raigad,Karjat,Maharashtra,Rural,Gram Multispeciality Hospital Karjat,31.08.2020,14,2,12,9,1,2,1,1,1,1,2,9,2,9,2,1,15,0,3,1,1,8,2,2,1,1,1,1,2,1,2,2,15,53 minutes,365,149,514,10950,22078,33028
MH-1476,Raigad,Karjat,Maharashtra,Rural,Gram Health Care Karjat,31.08.2020,13,2,11,11,1,1,1,1,1,1,2,8,3,10,3,1,17,0,3,1,3,7,2,2,1,1,1,1,2,1,2,1,14,54 minutes,365,149,514,10950,22078,33028
